active_cust,income,expenditure,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1812,1177.8,55,4,1,0,92,4,80
1,1810,1176.5,55,4,1,0,93,4,80
0,1766,1147.9,59,4,1,0,92,4,80
1,1766,1147.9,59,4,1,0,92,4,80
1,1772,1151.8,59,4,1,0,89,4,80
1,1764,1146.6,60,4,1,0,91,4,80
0,1769,1149.85,59,4,1,0,88,4,80
1,1727,1122.55,64,4,1,0,77,4,80
1,1734,1127.1,63,4,1,0,81,4,80
1,1759,1143.35,60,4,1,0,83,4,80
1,1796,1167.4,57,4,1,0,89,4,80
1,1727,1122.55,63,4,1,0,90,4,80
1,1723,1119.95,64,4,1,0,86,4,80
1,1725,1121.25,64,4,1,0,79,4,80
1,1719,1117.35,65,4,1,0,89,4,80
1,1678,1090.7,70,4,1,0,174,4,80
1,1678,1090.7,70,4,1,0,91,4,80
1,1697,1103.05,67,4,1,0,127,4,80
1,1696,1102.4,67,4,1,0,43,4,80
1,1696,1102.4,68,4,1,0,82,4,80
1,1708,1110.2,66,4,1,0,94,4,80
1,1695,1101.75,68,4,1,0,94,4,80
1,1741,1131.65,63,4,1,0,126,4,81
1,1738,1129.7,62,4,1,0,53,4,81
1,1725,1121.25,64,4,1,0,43,4,81
0,1750,1137.5,61,4,1,0,81,4,81
0,1751,1138.15,60,4,1,0,163,4,81
1,1753,1139.45,60,4,1,0,170,4,80
1,1755,1140.75,61,4,1,0,84,4,80
1,1711,1112.15,65,4,1,0,36,4,80
1,1716,1115.4,65,4,1,0,37,4,80
1,1710,1111.5,65,4,1,0,53,4,80
1,1727,1122.55,64,4,1,0,35,4,80
1,1720,1118,65,4,1,0,46,4,80
1,1724,1120.6,64,4,1,0,47,4,80
1,1725,1121.25,64,4,1,0,53,4,80
1,1731,1125.15,63,4,1,0,37,4,80
1,1730,1124.5,62,4,1,0,37,4,80
1,1698,1103.7,66,4,1,0,39,4,80
1,1725,1121.25,64,4,1,0,121,4,80
1,1724,1120.6,64,4,1,0,121,4,80
1,1731,1125.15,63,4,1,0,161,4,80
1,1721,1118.65,64,4,1,0,176,4,80
1,1754,1140.1,61,4,1,0,167,4,80
1,1766,1147.9,59,4,1,0,167,4,80
1,1755,1140.75,60,4,1,0,176,4,80
1,1734,1127.1,63,4,1,0,172,4,80
1,1759,1143.35,61,4,1,0,162,4,80
1,1753,1139.45,60,4,1,0,44,4,80
1,1766,1147.9,60,4,1,0,83,4,80
1,1729,1123.85,63,4,1,0,51,4,80
0,1734,1127.1,63,4,1,0,83,4,80
1,1734,1127.1,63,4,1,0,176,4,80
1,1749,1136.85,61,4,1,0,134,4,80
1,1751,1138.15,61,4,1,0,118,4,80
1,1717,1116.05,65,4,1,0,122,4,80
1,1712,1112.8,66,4,1,0,52,4,80
1,1715,1114.75,65,4,1,0,121,4,80
1,1723,1119.95,65,4,1,0,164,4,80
1,1714,1114.1,65,4,1,0,134,4,80
1,1748,1136.2,61,4,1,0,165,4,80
1,1763,1145.95,59,4,1,0,170,4,80
1,1725,1121.25,64,4,1,0,175,4,80
0,1761,1144.65,60,4,4,1,165,4,80
0,1807,1174.55,56,4,0,1,179,4,80
0,1762,1145.3,61,4,3,1,47,4,80
1,1776,1154.4,59,4,1,0,129,4,80
1,1769,1149.85,59,4,1,0,95,4,80
1,1771,1151.15,59,4,1,0,164,4,80
1,1761,1144.65,60,4,1,0,134,4,80
1,1720,1118,65,4,1,0,122,4,80
1,1744,1133.6,62,4,1,0,43,4,80
1,1750,1137.5,62,4,1,0,35,4,80
1,1750,1137.5,62,4,1,0,43,4,80
1,1761,1144.65,60,4,1,0,91,4,80
1,1765,1147.25,60,4,1,0,35,4,80
1,1770,1150.5,59,4,1,0,48,4,80
1,1766,1147.9,59,4,1,0,40,4,80
1,1767,1148.55,59,4,1,0,38,4,80
1,1760,1144,60,4,1,0,39,4,80
1,1764,1146.6,60,4,1,0,176,4,80
1,1759,1143.35,60,4,1,0,75,4,80
1,1768,1149.2,60,4,1,0,85,4,80
1,1727,1122.55,63,4,1,0,132,4,80
1,1763,1145.95,60,4,1,0,159,4,80
1,1757,1142.05,60,4,1,0,33,4,80
1,1757,1142.05,60,4,1,0,32,4,80
1,1743,1132.95,62,4,1,0,127,4,80
1,1757,1142.05,61,4,1,0,132,4,80
1,1754,1140.1,60,4,1,0,125,4,80
1,1756,1141.4,60,4,1,0,123,4,80
1,1734,1127.1,63,4,1,0,122,4,80
1,1711,1112.15,65,4,1,0,138,4,80
1,1742,1132.3,63,4,1,0,119,4,80
1,1737,1129.05,63,4,1,0,133,4,80
1,1729,1123.85,63,4,1,0,88,4,80
1,1736,1128.4,62,4,1,0,92,4,80
1,1716,1115.4,65,4,1,0,82,4,80
1,1758,1142.7,60,4,1,0,78,4,80
1,1762,1145.3,60,4,1,0,85,4,80
1,1756,1141.4,60,4,1,0,88,4,80
1,1740,1131,63,4,1,0,90,4,80
1,1742,1132.3,63,4,1,0,87,4,80
1,1701,1105.65,66,4,1,0,79,4,80
1,1705,1108.25,66,4,1,0,77,4,80
1,1710,1111.5,66,4,1,0,86,4,80
1,1709,1110.85,66,4,1,0,81,4,80
1,1748,1136.2,62,4,1,0,37,4,79
1,1740,1131,62,4,1,0,172,4,79
1,1744,1133.6,62,4,1,0,166,4,79
1,1726,1121.9,64,4,1,0,166,4,79
1,1719,1117.35,65,4,1,0,166,4,79
0,1697,1103.05,66,4,3,1,161,4,79
0,1701,1105.65,67,4,3,1,31,4,79
0,1724,1120.6,65,4,3,1,43,4,79
0,1725,1121.25,64,4,3,1,122,4,79
0,1722,1119.3,65,4,3,1,120,4,79
0,1871,1216.15,50,4,3,1,169,4,79
0,1873,1217.45,50,4,3,1,161,4,79
0,1869,1214.85,50,4,3,1,39,4,79
0,1855,1205.75,51,4,3,1,49,4,79
0,1853,1204.45,51,4,3,1,39,4,79
0,1844,1198.6,53,4,3,1,40,4,79
0,1785,1160.25,57,4,3,1,127,4,79
1,1761,1144.65,61,4,1,0,78,4,79
1,1702,1106.3,66,4,1,0,175,4,79
1,1725,1121.25,64,4,1,0,166,4,79
1,1704,1107.6,67,4,1,0,75,4,80
1,1683,1093.95,69,4,1,0,165,4,80
1,1677,1090.05,69,4,1,0,167,4,80
1,1644,1068.6,74,4,1,0,171,4,80
1,1638,1064.7,76,4,1,0,170,4,80
0,1668,1084.2,71,4,1,0,165,4,80
1,1710,1111.5,66,4,1,0,87,4,80
1,1705,1108.25,66,4,1,0,94,4,80
0,1675,1088.75,70,4,7,1,40,4,80
0,1675,1088.75,70,4,7,1,50,4,80
1,1677,1090.05,70,4,1,0,48,4,80
1,1649,1071.85,74,4,1,0,43,4,80
1,1649,1071.85,74,4,1,0,84,4,80
0,1636,1063.4,76,4,1,0,174,4,80
1,1755,1140.75,60,4,1,0,38,4,80
1,1758,1142.7,60,4,1,0,89,4,80
1,1723,1119.95,64,4,1,0,48,4,80
1,1719,1117.35,64,4,1,0,82,4,80
1,1724,1120.6,65,4,1,0,35,4,80
1,1752,1138.8,61,4,1,0,43,4,80
1,1748,1136.2,61,4,1,0,75,4,80
1,1745,1134.25,61,4,1,0,132,4,80
0,1798,1168.7,57,4,1,0,138,4,80
1,1791,1164.15,58,4,1,0,95,4,80
1,1794,1166.1,57,4,1,0,179,4,80
1,1776,1154.4,58,4,1,0,131,4,80
1,1774,1153.1,58,4,1,0,37,4,80
1,1754,1140.1,60,4,1,0,167,4,80
1,1756,1141.4,60,4,1,0,40,4,80
1,1759,1143.35,60,4,1,0,86,4,80
1,1768,1149.2,60,4,1,0,77,4,80
1,1766,1147.9,59,4,1,0,94,4,80
1,1767,1148.55,59,4,1,0,48,4,80
1,1758,1142.7,60,4,1,0,118,4,80
1,1747,1135.55,61,4,1,0,81,4,80
1,1748,1136.2,61,4,1,0,82,4,80
1,1748,1136.2,62,4,1,0,121,4,80
1,1745,1134.25,61,4,1,0,177,4,80
1,1752,1138.8,61,4,1,0,48,4,80
1,1754,1140.1,61,4,1,0,165,4,80
1,1738,1129.7,63,4,1,0,36,4,80
1,1716,1115.4,65,4,1,0,34,4,80
1,1737,1129.05,62,4,1,0,37,4,80
1,1769,1149.85,59,4,1,0,118,4,79
1,1778,1155.7,58,4,1,0,41,4,79
1,1776,1154.4,58,4,1,0,41,4,79
1,1778,1155.7,59,4,1,0,89,4,79
1,1810,1176.5,55,4,1,0,76,4,79
1,1811,1177.15,55,4,1,0,78,4,79
1,1845,1199.25,52,4,1,0,81,4,79
1,1821,1183.65,54,4,1,0,76,4,79
1,1829,1188.85,54,4,1,0,83,4,79
1,1801,1170.65,56,4,1,0,80,4,79
1,1799,1169.35,56,4,1,0,85,4,79
1,1781,1157.65,57,4,1,0,164,4,79
1,1769,1149.85,59,4,1,0,179,4,79
1,1765,1147.25,59,4,1,0,81,4,79
1,1726,1121.9,63,4,1,0,122,4,79
1,1730,1124.5,64,4,1,0,48,4,79
1,1728,1123.2,64,4,1,0,87,4,79
1,1724,1120.6,64,4,1,0,74,4,79
1,1726,1121.9,64,4,1,0,91,4,80
1,1694,1101.1,68,4,1,0,121,4,80
1,1709,1110.85,65,4,1,0,168,4,80
1,1744,1133.6,62,4,1,0,90,4,80
1,1726,1121.9,63,4,1,0,134,4,80
1,1704,1107.6,67,4,1,0,167,4,79
1,1662,1080.3,72,4,1,0,32,4,79
1,1646,1069.9,74,4,1,0,79,4,79
1,1675,1088.75,70,4,1,0,164,4,79
1,1706,1108.9,66,4,1,0,32,4,79
1,1763,1145.95,60,4,1,0,91,4,79
1,1763,1145.95,60,4,1,0,81,4,79
0,1763,1145.95,60,4,1,0,116,4,79
1,1806,1173.9,55,4,1,0,117,4,79
1,1801,1170.65,56,4,1,0,36,4,79
1,1797,1168.05,56,4,1,0,122,4,79
1,1830,1189.5,53,4,1,0,115,4,79
1,1823,1184.95,53,4,1,0,122,4,79
0,1837,1194.05,52,4,1,0,135,4,79
0,1843,1197.95,52,4,1,0,91,4,79
0,1778,1155.7,59,4,1,0,118,4,79
1,1749,1136.85,61,4,1,0,77,4,79
1,1752,1138.8,61,4,1,0,161,4,79
1,1769,1149.85,60,4,1,0,85,4,79
1,1770,1150.5,60,4,1,0,92,4,79
1,1749,1136.85,61,4,1,0,85,4,79
1,1701,1105.65,66,4,1,0,158,4,79
1,1731,1125.15,64,4,1,0,165,4,79
1,1766,1147.9,59,4,1,0,127,4,79
1,1781,1157.65,58,4,1,0,73,4,79
1,1773,1152.45,58,4,1,0,127,4,79
1,1730,1124.5,64,4,1,0,31,4,79
1,1760,1144,60,4,1,0,32,4,79
1,1757,1142.05,60,4,1,0,48,4,79
1,1761,1144.65,61,4,1,0,121,4,79
1,1734,1127.1,62,4,1,0,120,4,79
1,1733,1126.45,63,4,0,0,168,4,79
1,1730,1124.5,63,4,0,0,84,4,79
1,1758,1142.7,60,4,0,0,94,4,79
0,1762,1145.3,59,4,0,0,39,4,79
1,1744,1133.6,61,4,1,0,81,4,79
1,1739,1130.35,63,4,1,0,120,4,79
0,1752,1138.8,61,4,1,0,86,4,79
0,1749,1136.85,61,4,1,0,161,4,79
0,1759,1143.35,60,4,1,0,36,4,79
1,1773,1152.45,59,4,1,0,172,4,79
1,1770,1150.5,59,4,1,0,119,4,79
1,1736,1128.4,62,4,1,0,131,4,79
1,1758,1142.7,60,4,1,0,123,4,79
1,1756,1141.4,60,4,1,0,177,4,79
1,1746,1134.9,61,4,1,0,132,4,79
1,1738,1129.7,62,4,1,0,162,4,79
0,1737,1129.05,62,4,1,0,53,4,79
1,1729,1123.85,64,4,1,0,90,4,79
1,1740,1131,63,4,1,0,82,4,79
1,1739,1130.35,62,4,1,0,83,4,79
1,1810,1176.5,56,4,1,0,119,4,79
1,1748,1136.2,61,4,1,0,119,4,79
1,1746,1134.9,62,4,1,0,125,4,79
0,1765,1147.25,60,4,1,0,161,4,80
0,1759,1143.35,60,4,1,0,121,4,80
1,1782,1158.3,58,4,1,0,115,4,80
1,1762,1145.3,60,4,1,0,118,4,80
1,1759,1143.35,59,4,1,0,135,4,80
1,1757,1142.05,60,4,1,0,47,4,80
1,1766,1147.9,60,4,1,0,53,4,80
0,1778,1155.7,59,4,1,0,42,4,80
1,1793,1165.45,57,4,1,0,45,4,80
1,1793,1165.45,57,4,1,0,74,4,80
1,1788,1162.2,57,4,1,0,161,4,80
1,1789,1162.85,57,4,1,0,166,4,80
1,1726,1121.9,64,4,1,0,177,4,80
1,1740,1131,62,4,1,0,86,4,80
1,1736,1128.4,63,4,1,0,50,4,80
1,1733,1126.45,63,4,1,0,75,4,80
1,1727,1122.55,63,4,1,0,158,4,80
1,1705,1108.25,67,4,1,0,178,4,80
1,1742,1132.3,62,4,1,0,177,4,80
1,1751,1138.15,61,4,1,0,89,4,80
1,1782,1158.3,58,4,1,0,39,4,80
1,1778,1155.7,58,4,1,0,30,4,80
1,1780,1157,58,4,1,0,42,4,80
1,1810,1176.5,56,4,1,0,164,4,80
0,1778,1155.7,58,4,1,0,176,4,80
1,1781,1157.65,58,4,1,0,49,4,80
1,1763,1145.95,60,4,1,0,53,4,80
1,1775,1153.75,59,4,1,0,131,4,80
1,1778,1155.7,59,4,1,0,78,4,80
1,1774,1153.1,58,4,1,0,38,4,80
1,1778,1155.7,58,4,1,0,179,4,80
1,1740,1131,62,4,1,0,167,4,80
1,1737,1129.05,62,4,1,0,180,4,80
1,1737,1129.05,62,4,1,0,177,4,80
1,1777,1155.05,58,4,1,0,168,4,80
1,1797,1168.05,56,4,1,0,38,4,79
1,1798,1168.7,56,4,1,0,169,4,79
1,1794,1166.1,56,4,1,0,37,4,79
1,1762,1145.3,60,4,1,0,45,4,79
1,1760,1144,60,4,1,0,138,4,79
1,1786,1160.9,57,4,1,0,162,4,79
1,1790,1163.5,57,4,1,0,169,4,79
1,1788,1162.2,57,4,1,0,168,4,79
1,1797,1168.05,57,4,1,0,125,4,79
1,1750,1137.5,62,4,1,0,130,4,79
1,1741,1131.65,62,4,1,0,181,4,79
1,1749,1136.85,61,4,1,0,181,4,79
1,1746,1134.9,61,4,1,0,176,4,79
1,1750,1137.5,61,4,1,0,120,4,79
1,1745,1134.25,61,4,1,0,35,4,79
1,1757,1142.05,61,4,1,0,119,4,80
1,1749,1136.85,61,4,1,0,173,4,80
1,1674,1088.1,70,4,0,0,78,4,80
1,1686,1095.9,69,4,0,0,160,4,80
1,1686,1095.9,69,4,0,0,135,4,80
1,1693,1100.45,67,4,0,0,43,4,80
1,1729,1123.85,64,4,0,0,44,4,80
1,1721,1118.65,64,4,1,0,163,4,80
1,1640,1066,76,4,1,0,131,4,80
1,1611,1047.15,80,4,1,0,39,4,80
1,1598,1038.7,82,4,1,0,37,4,80
1,1602,1041.3,82,4,1,0,170,4,80
1,1638,1064.7,76,4,1,0,120,4,81
1,1629,1058.85,76,4,1,0,174,4,81
1,1631,1060.15,76,4,1,0,118,4,81
0,1651,1073.15,74,4,1,0,130,4,81
0,1678,1090.7,70,4,1,0,80,4,80
0,1682,1093.3,69,4,1,0,90,4,80
0,1680,1092,69,4,1,0,79,4,80
1,1684,1094.6,70,4,1,0,95,4,80
1,1731,1125.15,64,4,1,0,79,4,80
1,1725,1121.25,64,4,1,0,89,4,81
1,1726,1121.9,63,4,1,0,84,4,81
1,1802,1171.3,56,4,1,0,51,4,81
1,1805,1173.25,55,4,1,0,170,4,80
1,1814,1179.1,55,4,1,0,123,4,80
1,1814,1179.1,56,4,1,0,127,4,80
1,1809,1175.85,56,4,1,0,42,4,80
1,1812,1177.8,55,4,1,0,94,4,80
1,1805,1173.25,56,4,1,0,119,4,80
1,1801,1170.65,56,4,1,0,39,4,80
1,1797,1168.05,56,4,1,0,91,4,80
1,1738,1129.7,63,4,1,0,165,4,80
1,1738,1129.7,63,4,1,0,134,4,80
1,1735,1127.75,63,4,1,0,35,4,80
1,1737,1129.05,63,4,1,0,88,4,80
1,1729,1123.85,63,4,1,0,84,4,80
1,1728,1123.2,64,4,1,0,136,4,80
1,1733,1126.45,63,4,1,0,134,4,80
1,1760,1144,60,4,1,0,120,4,80
1,1756,1141.4,60,4,1,0,124,4,80
1,1787,1161.55,58,4,1,0,126,4,80
1,1781,1157.65,57,4,1,0,137,4,80
1,1774,1153.1,59,4,1,0,134,4,80
1,1765,1147.25,59,4,1,0,124,4,80
1,1773,1152.45,59,4,1,0,122,4,80
1,1785,1160.25,57,4,1,0,124,4,80
1,1781,1157.65,58,4,1,0,136,4,80
1,1798,1168.7,57,4,1,0,123,4,80
1,1763,1145.95,60,4,1,0,167,4,80
1,1764,1146.6,60,4,1,0,36,4,80
1,1757,1142.05,60,4,1,0,130,4,80
1,1749,1136.85,61,4,1,0,87,4,80
1,1755,1140.75,60,4,1,0,33,4,80
1,1761,1144.65,60,4,1,0,45,4,80
1,1756,1141.4,60,4,1,0,35,4,80
1,1817,1181.05,54,4,1,0,40,4,79
1,1822,1184.3,55,4,1,0,39,4,79
1,1825,1186.25,54,4,1,0,39,4,79
1,1789,1162.85,57,4,1,0,42,4,79
1,1793,1165.45,57,4,1,0,50,4,79
1,1792,1164.8,57,4,1,0,38,4,79
1,1770,1150.5,59,4,1,0,49,4,79
1,1767,1148.55,59,4,1,0,53,4,79
1,1734,1127.1,63,4,1,0,38,4,79
1,1733,1126.45,63,4,1,0,79,4,79
1,1745,1134.25,62,4,1,0,94,4,80
1,1754,1140.1,61,4,1,0,95,4,80
1,1750,1137.5,61,4,1,0,76,4,80
1,1741,1131.65,62,4,1,0,85,4,80
1,1691,1099.15,68,4,1,0,80,4,80
1,1700,1105,67,4,1,0,41,4,80
1,1697,1103.05,66,4,1,0,46,4,80
1,1725,1121.25,64,4,1,0,37,4,80
1,1724,1120.6,64,4,1,0,37,4,80
1,1718,1116.7,65,4,1,0,34,4,80
1,1701,1105.65,67,4,1,0,169,4,80
1,1699,1104.35,67,4,1,0,43,4,80
1,1695,1101.75,67,4,1,0,73,4,80
1,1670,1085.5,72,4,1,0,81,4,80
1,1665,1082.25,71,4,1,0,87,4,80
1,1684,1094.6,70,4,1,0,136,4,80
1,1722,1119.3,64,4,1,0,132,4,79
1,1726,1121.9,64,4,1,0,133,4,79
1,1729,1123.85,63,4,1,0,133,4,79
1,1726,1121.9,64,4,1,0,34,4,79
1,1777,1155.05,58,4,1,0,171,4,79
1,1758,1142.7,60,4,1,0,173,4,79
1,1759,1143.35,60,4,1,0,173,4,79
1,1732,1125.8,63,4,1,0,180,4,79
1,1737,1129.05,63,4,1,0,176,4,79
0,1751,1138.15,61,4,1,0,164,4,79
0,1757,1142.05,60,4,1,0,172,4,79
1,1733,1126.45,62,4,1,0,35,4,79
1,1747,1135.55,61,4,1,0,131,4,79
0,1745,1134.25,61,4,1,0,36,4,80
1,1730,1124.5,63,4,1,0,48,4,80
1,1711,1112.15,66,4,1,0,40,4,80
1,1710,1111.5,65,4,1,0,46,4,81
0,1741,1131.65,62,4,1,0,44,4,80
0,1740,1131,63,4,1,0,37,4,80
1,1739,1130.35,63,4,1,0,93,4,80
1,1739,1130.35,62,4,1,0,178,4,80
1,1736,1128.4,63,4,1,0,45,4,80
1,1742,1132.3,62,4,1,0,37,4,80
1,1742,1132.3,63,4,1,0,129,4,80
1,1747,1135.55,61,4,1,0,49,4,80
1,1744,1133.6,62,4,1,0,41,4,80
1,1749,1136.85,62,4,1,0,119,4,80
1,1743,1132.95,61,4,1,0,92,4,80
1,1663,1080.95,72,4,1,0,95,4,80
1,1660,1079,72,4,1,0,90,4,80
1,1664,1081.6,72,4,1,0,85,4,80
1,1667,1083.55,71,4,1,0,85,4,80
1,1671,1086.15,71,4,1,0,41,4,80
1,1702,1106.3,66,4,1,0,120,4,80
1,1702,1106.3,67,4,1,0,177,4,80
1,1740,1131,62,4,1,0,169,4,80
1,1781,1157.65,57,4,1,0,170,4,80
0,1786,1160.9,58,4,1,0,170,4,80
0,1789,1162.85,57,4,1,0,177,4,80
1,1797,1168.05,55,4,1,0,163,4,80
1,1806,1173.9,56,4,1,0,164,4,80
1,1786,1160.9,57,4,1,0,180,4,80
0,1734,1127.1,63,4,1,0,168,4,80
1,1717,1116.05,66,4,1,0,169,4,80
1,1710,1111.5,65,4,1,0,84,4,80
1,1706,1108.9,65,4,1,0,137,4,80
1,1705,1108.25,66,4,1,0,79,4,80
1,1711,1112.15,65,4,1,0,78,4,80
1,1714,1114.1,65,4,1,0,89,4,80
1,1721,1118.65,65,4,1,0,88,4,80
1,1728,1123.2,64,4,1,0,73,4,80
1,1702,1106.3,66,4,1,0,176,4,80
1,1725,1121.25,64,4,1,0,136,4,80
1,1726,1121.9,64,4,1,0,177,4,80
1,1737,1129.05,62,4,1,0,43,4,80
0,1753,1139.45,60,4,1,0,41,4,80
0,1739,1130.35,63,4,1,0,119,4,80
1,1718,1116.7,65,4,1,0,82,4,80
1,1770,1150.5,59,4,1,0,93,4,80
1,1762,1145.3,59,4,1,0,82,4,80
1,1769,1149.85,58,4,1,0,84,4,80
0,1775,1153.75,59,4,1,0,172,4,80
1,1770,1150.5,60,4,1,0,45,4,79
1,1759,1143.35,61,4,1,0,41,4,79
1,1755,1140.75,61,4,1,0,47,4,79
1,1762,1145.3,60,4,1,0,127,4,80
1,1759,1143.35,60,4,1,0,124,4,80
1,1721,1118.65,65,4,1,0,30,4,80
1,1719,1117.35,64,4,1,0,40,4,80
1,1717,1116.05,65,4,1,0,88,4,80
1,1721,1118.65,65,4,1,0,88,4,80
1,1724,1120.6,64,4,1,0,78,4,80
1,1721,1118.65,63,4,1,0,89,4,80
1,1729,1123.85,64,4,1,0,116,4,80
1,1725,1121.25,64,4,1,0,50,4,80
1,1722,1119.3,64,4,1,0,36,4,80
1,1749,1136.85,61,4,1,0,172,4,80
1,1756,1141.4,61,4,1,0,51,4,80
1,1762,1145.3,60,4,1,0,85,4,80
1,1756,1141.4,61,4,1,0,76,4,80
1,1759,1143.35,60,4,1,0,170,4,80
1,1672,1086.8,70,4,1,0,119,4,79
1,1678,1090.7,70,4,1,0,130,4,79
1,1876,1219.4,49,4,1,0,30,4,79
1,1877,1220.05,50,4,1,0,40,4,79
1,1770,1150.5,59,4,1,0,77,4,79
1,1773,1152.45,58,4,1,0,74,4,79
1,1713,1113.45,65,4,1,0,40,4,80
1,1710,1111.5,66,4,1,0,39,4,80
1,1706,1108.9,65,4,1,0,43,4,80
1,1693,1100.45,68,4,1,0,172,4,80
1,1677,1090.05,70,4,1,0,30,4,80
1,1681,1092.65,69,4,1,0,50,4,80
1,1686,1095.9,70,4,1,0,35,4,80
1,1680,1092,70,4,1,0,37,4,80
1,1678,1090.7,69,4,1,0,32,4,80
1,1679,1091.35,69,4,1,0,50,4,80
1,1692,1099.8,68,4,1,0,45,4,80
1,1706,1108.9,66,4,1,0,46,4,80
1,1707,1109.55,66,4,1,0,42,4,80
1,1727,1122.55,64,4,1,0,31,4,80
1,1756,1141.4,61,4,1,0,42,4,80
1,1746,1134.9,61,4,1,0,32,4,80
1,1754,1140.1,61,4,1,0,50,4,80
1,1740,1131,63,4,1,0,44,4,80
1,1738,1129.7,62,4,1,0,41,4,80
1,1742,1132.3,62,4,1,0,127,4,80
1,1741,1131.65,62,4,1,0,126,4,80
1,1746,1134.9,62,4,1,0,74,4,80
1,1734,1127.1,62,4,1,0,82,4,80
1,1741,1131.65,62,4,1,0,78,4,80
1,1740,1131,63,4,1,0,82,4,80
1,1758,1142.7,60,4,1,0,37,4,79
1,1799,1169.35,57,4,1,0,171,4,80
1,1793,1165.45,57,4,1,0,50,4,80
1,1795,1166.75,56,4,1,0,47,4,80
1,1791,1164.15,57,4,1,0,33,4,80
1,1780,1157,58,4,1,0,38,4,80
1,1785,1160.25,58,4,1,0,52,4,80
1,1752,1138.8,61,4,1,0,125,4,80
1,1751,1138.15,61,4,1,0,176,4,79
1,1758,1142.7,61,4,1,0,162,4,79
1,1742,1132.3,63,4,1,0,47,4,79
1,1703,1106.95,66,4,1,0,50,4,79
1,1771,1151.15,59,4,1,0,134,4,79
1,1774,1153.1,59,4,1,0,175,4,79
1,1778,1155.7,58,4,1,0,160,4,79
1,1775,1153.75,58,4,1,0,92,4,79
1,1782,1158.3,58,4,1,0,90,4,79
1,1787,1161.55,58,4,1,0,43,4,79
1,1762,1145.3,59,4,1,0,171,4,79
1,1764,1146.6,59,4,1,0,160,4,79
1,1741,1131.65,62,4,1,0,41,4,79
1,1733,1126.45,62,4,1,0,36,4,79
1,1750,1137.5,61,4,1,0,73,4,79
1,1749,1136.85,61,4,1,0,33,4,79
1,1733,1126.45,63,4,1,0,121,4,80
1,1701,1105.65,66,4,1,0,32,4,80
1,1733,1126.45,63,4,1,0,75,4,79
1,1726,1121.9,64,4,1,0,75,4,79
1,1726,1121.9,64,4,1,0,40,4,79
1,1705,1108.25,67,4,1,0,169,4,79
1,1684,1094.6,69,4,1,0,174,4,79
1,1690,1098.5,69,4,1,0,41,4,79
1,1686,1095.9,69,4,1,0,118,4,79
1,1682,1093.3,70,4,1,0,166,4,79
1,1687,1096.55,68,4,1,0,84,4,80
0,1673,1087.45,69,4,1,0,90,4,80
1,1680,1092,70,4,1,0,84,4,80
0,1711,1112.15,66,4,1,0,87,4,80
0,1711,1112.15,66,4,1,0,83,4,80
1,1721,1118.65,65,4,1,0,84,4,80
1,1719,1117.35,64,4,1,0,84,4,80
1,1718,1116.7,65,4,1,0,82,4,80
1,1721,1118.65,64,4,1,0,167,4,80
0,1726,1121.9,64,4,1,0,86,4,80
1,1717,1116.05,64,4,1,0,75,4,80
1,1717,1116.05,64,4,1,0,46,4,80
1,1722,1119.3,64,4,1,0,121,4,80
1,1720,1118,64,4,1,0,126,4,80
1,1713,1113.45,65,4,1,0,172,4,80
1,1716,1115.4,66,4,1,0,160,4,80
1,1701,1105.65,67,4,1,0,93,4,80
1,1711,1112.15,66,4,1,0,168,4,80
1,1710,1111.5,66,4,1,0,50,4,80
1,1734,1127.1,63,4,1,0,170,4,79
1,1733,1126.45,63,4,1,0,174,4,79
1,1735,1127.75,63,4,1,0,161,4,79
1,1706,1108.9,67,4,1,0,167,4,79
1,1719,1117.35,65,4,1,0,177,4,79
1,1717,1116.05,65,4,1,0,170,4,79
1,1695,1101.75,68,4,1,0,177,4,79
1,1706,1108.9,67,4,1,0,171,4,79
1,1706,1108.9,67,4,1,0,166,4,79
1,1685,1095.25,69,4,1,0,83,4,79
1,1689,1097.85,69,4,1,0,40,4,79
1,1690,1098.5,68,4,1,0,34,4,79
1,1691,1099.15,68,4,1,0,120,4,79
1,1689,1097.85,69,4,1,0,128,4,80
1,1706,1108.9,66,4,1,0,37,4,80
1,1701,1105.65,67,4,1,0,43,4,80
1,1724,1120.6,64,4,1,0,47,4,80
1,1777,1155.05,58,4,1,0,163,4,80
1,1781,1157.65,59,4,1,0,88,4,80
1,1775,1153.75,58,4,1,0,35,4,80
1,1777,1155.05,58,4,1,0,122,4,80
1,1731,1125.15,63,4,1,0,171,4,80
0,1689,1097.85,68,4,3,1,175,4,80
0,1665,1082.25,71,4,3,1,168,4,80
0,1669,1084.85,71,4,3,1,177,4,80
0,1670,1085.5,71,4,3,1,174,4,80
0,1657,1077.05,72,4,3,1,168,4,80
0,1658,1077.7,73,4,3,1,162,4,80
1,1666,1082.9,71,4,1,0,164,4,80
0,1666,1082.9,71,4,1,0,170,4,80
1,1683,1093.95,69,4,1,0,168,4,80
0,1708,1110.2,66,4,1,0,93,4,80
0,1705,1108.25,67,4,1,0,135,4,80
1,1696,1102.4,67,4,1,0,44,4,80
1,1718,1116.7,65,4,1,0,133,4,80
1,1718,1116.7,65,4,1,0,38,4,80
1,1719,1117.35,65,4,1,0,124,4,80
1,1727,1122.55,64,4,1,0,121,4,80
